"gene_symbol","P1_deduped.bam","P2_deduped.bam","P3_deduped.bam","P4_deduped.bam","P5_deduped.bam","P6_deduped.bam","P7_deduped.bam","P8_deduped.bam","P9_deduped.bam","P10_deduped.bam","P11_deduped.bam","P12_deduped.bam","P13_deduped.bam","P14_deduped.bam","P15_deduped.bam","P16_deduped.bam","P17_deduped.bam","P19_deduped.bam","P20_deduped.bam","P21_deduped.bam","P22_deduped.bam","P23_deduped.bam","P24_deduped.bam","P25_deduped.bam","P26_deduped.bam","P27_deduped.bam","P28_deduped.bam","P29_deduped.bam","P30_deduped.bam","P31_deduped.bam","P32_deduped.bam","P33_deduped.bam"
"PM20D2",47,109,37,83,108,60,47,34,1,0,0,49,95,0,210,116,0,28,341,92,20,0,0,0,1,27,0,12,19,0,70,10
"PMAIP1",0,18,27,21,1,16,1,5,1,0,0,2,11,1,50,1,0,9,6,5,23,0,0,0,0,0,0,0,6,0,2,18
"PMEPA1",5,269,58,44,38,68,40,104,3,1,2,5,290,0,107,58,2,46,300,222,18,0,0,0,0,11,0,13,58,0,104,12
"PMF1",1,22,20,7,11,20,15,18,0,2,2,4,30,0,26,33,4,9,30,26,13,0,1,2,1,5,0,4,10,1,11,6
"PML",31,120,231,144,61,250,40,52,0,0,1,29,137,0,201,111,1,40,103,231,240,0,2,0,0,26,0,6,26,0,75,135
"PMM1",11,30,18,14,10,13,3,11,3,0,2,75,34,0,50,11,1,12,406,127,10,0,0,0,0,4,0,3,10,2,184,5
"PMM2",13,114,50,63,45,58,19,23,71,9,15,25,123,8,151,69,16,18,145,211,67,2,0,5,5,18,1,6,28,7,68,37
"PMP22",7,430,24,49,58,106,43,171,2,0,1,14,260,0,115,83,6,71,46,116,35,0,1,1,2,12,1,9,152,0,34,29
"PMPCA",49,208,71,58,279,107,51,58,1,1,0,90,222,0,175,567,2,57,388,324,89,0,0,0,0,137,0,53,85,0,141,45
"PMPCB",31,97,39,25,135,24,34,19,1,1,1,64,73,1,92,178,3,12,48,58,17,0,0,0,1,46,0,11,4,0,23,18
"PMS1",1,17,16,5,42,3,22,3,1,0,1,4,16,1,11,60,0,7,10,7,4,0,0,0,0,16,0,4,6,2,7,2
"PMS2",4,27,68,15,16,17,8,19,0,0,0,2,38,0,23,33,0,13,18,35,21,0,0,0,0,6,0,1,6,0,22,10
"PMVK",28,25,9,8,38,17,9,8,0,0,0,33,20,0,17,59,0,5,35,26,10,0,0,0,0,23,0,4,10,0,18,3
"PNISR",25,306,226,100,260,186,200,98,0,1,0,34,376,0,220,451,0,95,236,321,178,0,0,0,0,82,0,72,35,0,123,85
"PNKD",57,91,63,76,110,79,50,34,7,6,5,44,90,2,122,251,11,32,291,215,286,3,1,0,1,33,2,24,20,1,134,198
"PNKP",32,300,293,189,162,196,57,90,143,46,63,62,408,17,353,320,104,62,202,354,187,8,27,32,37,77,35,19,80,29,153,99
"PNLIPRP2",0,0,4,7,11,0,0,1,0,0,0,0,0,0,46,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"PNMA1",3,28,16,12,9,15,7,6,0,0,1,2,34,0,27,18,0,8,35,31,22,0,0,0,0,6,0,0,6,0,12,7
"PNMT",0,1,3,2,39,0,24,2,0,0,2,0,0,0,0,21,3,1,0,1,1,0,0,1,1,10,0,3,1,0,0,3
"PNN",30,208,181,86,147,198,88,64,2,0,0,47,250,1,167,227,2,73,155,328,155,0,0,0,0,49,0,23,31,0,100,75
"PNO1",24,62,33,38,48,29,15,17,2,2,0,34,49,1,89,86,2,25,75,71,31,1,0,0,0,22,0,6,8,0,20,16
"PNP",0,30,74,98,15,101,5,11,0,0,0,0,21,0,288,5,0,7,150,136,6,0,0,0,0,2,0,1,1,0,55,10
"PNPLA2",35,885,48,73,188,129,182,260,4,1,1,37,1363,0,218,516,6,89,323,783,71,0,0,0,1,132,3,110,391,0,180,83
"PNPLA3",49,149,1,2,7,2,1,5,6,0,2,25,107,0,8,8,3,4,843,297,1,0,0,1,1,1,0,0,10,2,157,0
"PNPLA4",2,15,5,2,2,4,3,4,2,0,2,3,7,2,8,13,4,2,7,6,0,3,0,2,1,9,0,1,3,0,1,2
"PNPLA4-2",2,13,4,3,2,5,2,5,3,0,2,1,10,2,5,11,2,2,5,7,0,3,0,1,1,8,0,1,3,0,2,2
"PNPLA6",21,168,156,119,112,192,56,97,0,0,0,25,282,0,240,168,0,47,347,364,181,0,1,0,0,28,0,17,58,0,263,104
"PNPLA7",56,92,47,101,179,80,99,81,7,2,0,81,159,1,160,301,0,31,497,253,28,1,2,4,0,66,0,57,65,4,196,10
"PNPLA8",17,86,31,37,94,41,71,16,0,0,0,31,41,0,97,199,0,19,38,43,19,0,0,0,0,31,0,13,4,0,14,16
"PNPO",24,86,59,45,44,48,61,45,10,2,0,39,76,0,123,103,4,27,214,157,34,0,0,3,4,14,3,67,25,2,66,12
"PNPT1",10,35,42,31,54,13,23,12,10,3,13,26,25,4,62,83,28,13,35,38,31,1,1,4,3,18,2,10,4,5,18,10
"PNRC1",64,245,225,164,341,228,209,127,27,5,30,57,387,4,396,742,39,130,238,383,205,1,5,5,11,204,5,136,87,6,172,139
"PNRC2",92,173,159,98,154,140,40,36,0,0,3,232,140,0,421,236,7,50,187,201,108,0,0,0,0,50,1,11,18,2,82,77
"POC1A",0,16,34,30,1,13,3,2,0,0,0,2,29,0,70,8,0,4,25,15,17,0,0,0,0,1,0,1,5,0,7,18
"POC1B",12,30,72,36,22,35,5,14,4,0,0,13,25,4,62,15,3,11,26,39,14,0,1,3,1,6,0,1,1,4,17,13
"POC5",2,22,4,14,13,11,8,5,6,0,0,4,18,0,19,44,6,8,35,14,9,4,0,0,0,7,3,1,3,0,9,7
"PODN",2,195,19,22,32,45,29,356,7,0,0,3,304,0,51,163,0,164,12,167,10,0,0,0,0,12,1,9,90,0,10,6
"PODNL1",0,1,2,2,2,10,2,8,2,0,1,0,7,0,5,2,1,12,1,5,0,0,0,0,0,0,1,0,1,0,2,0
"PODXL",5,158,30,12,170,290,55,91,25,12,12,6,194,3,51,289,53,30,404,297,27,3,7,0,6,56,16,17,38,6,175,14
"PODXL2",0,10,6,3,27,6,10,5,0,0,0,1,3,0,9,47,0,8,3,12,7,0,0,0,2,6,0,5,10,0,2,3
"POF1B",0,0,3,76,7,1,0,0,0,0,0,0,0,0,251,0,0,254,0,43,0,0,0,0,0,0,0,0,7,0,0,0
"POFUT1",13,100,34,21,61,62,22,40,0,0,0,6,107,0,61,95,0,26,39,82,56,0,0,0,0,14,0,6,19,0,25,30
"POFUT2",34,329,104,76,118,147,36,139,1,0,5,50,440,1,210,236,16,63,212,251,102,0,0,2,4,75,2,18,174,0,73,49
"POGK",23,163,62,50,108,110,27,41,0,1,2,45,159,0,123,169,1,60,262,268,68,0,0,0,0,23,1,8,22,0,81,36
"POGLUT1",11,67,58,26,29,61,14,21,0,0,0,10,57,0,61,63,1,18,40,77,43,0,0,0,0,9,0,2,6,0,22,28
"POGZ",13,158,87,49,85,105,42,62,3,0,0,15,122,0,74,119,3,26,131,141,80,0,0,0,1,30,1,10,33,1,63,47
"POLA1",3,52,104,39,32,48,14,19,0,0,0,7,38,0,79,37,0,19,23,34,47,0,0,0,0,8,0,1,11,0,9,28
"POLA2",2,40,63,24,10,19,6,7,1,0,5,3,47,0,50,19,2,9,17,28,32,0,0,1,1,4,0,1,11,2,8,22
"POLB",38,44,31,15,45,42,30,7,0,0,0,81,25,0,59,79,0,15,35,48,42,0,0,0,0,15,0,15,3,0,20,29
"POLD1",11,30,117,42,19,23,12,22,0,0,13,11,55,2,57,30,5,10,16,27,28,0,0,1,3,12,1,1,24,0,12,19
"POLD2",1,27,37,14,13,14,5,6,0,0,1,2,34,0,27,45,0,6,17,31,13,0,0,0,0,9,0,3,23,0,11,11
"POLD3",7,47,101,20,25,38,5,11,1,0,0,25,43,0,45,52,0,4,51,59,31,0,0,0,0,13,0,5,4,0,33,17
"POLD4",34,73,157,57,37,70,19,16,8,3,3,36,97,2,136,79,6,22,103,83,55,1,1,0,1,19,1,10,13,4,34,33
"POLDIP2",65,175,69,71,618,67,134,76,3,1,3,109,161,0,172,1119,4,37,246,219,49,1,1,1,1,258,0,95,48,0,114,35
"POLDIP3",18,336,102,86,129,172,42,106,0,1,1,38,259,0,168,206,1,72,176,336,88,0,0,0,4,44,0,14,51,0,99,43
"POLE",0,25,167,45,4,12,3,2,0,0,0,2,26,0,71,3,0,9,5,55,17,0,0,0,0,2,0,1,4,0,3,8
"POLE3",5,71,55,22,28,37,24,27,0,2,0,16,74,0,101,70,0,32,70,71,41,0,0,0,1,19,0,10,6,0,36,14
"POLE4",19,87,58,46,123,36,49,39,0,0,0,44,55,0,90,230,0,25,85,57,24,0,0,0,0,69,0,17,12,0,23,30
"POLG",35,214,295,150,171,204,111,91,5,4,4,62,264,5,295,300,9,69,319,240,165,0,1,4,2,76,1,62,81,0,156,102
"POLG2",7,28,44,10,15,21,8,14,0,0,0,1,23,0,19,39,0,7,21,44,24,0,0,0,0,7,0,3,5,0,12,6
"POLH",16,37,82,23,77,26,43,26,33,12,33,12,23,12,29,90,35,25,64,23,14,3,1,6,13,10,14,18,7,5,10,10
"POLI",1,15,12,5,23,14,7,8,1,0,1,8,10,0,16,20,0,1,14,13,10,0,0,0,0,8,0,4,0,0,4,5
"POLK",9,47,23,15,41,24,16,6,0,0,0,14,27,0,57,33,0,18,24,35,30,0,0,0,0,11,0,5,3,0,19,17
"POLL",1,17,8,18,19,8,16,13,0,0,0,1,25,0,25,31,1,5,18,25,8,0,0,0,0,21,0,7,12,0,12,2
"POLM",14,84,134,66,36,104,20,46,6,2,2,24,104,0,122,106,4,45,190,157,77,2,1,1,0,26,2,4,37,1,94,27
"POLN",0,28,16,2,6,12,1,7,0,0,0,1,24,0,6,9,0,1,7,7,7,0,0,0,0,2,0,1,7,0,6,2
"POLQ",0,7,53,15,1,4,2,0,0,0,0,1,5,0,22,3,0,2,2,1,5,0,0,0,0,0,0,0,1,0,16,5
"POLR1A",16,153,382,108,114,78,50,82,0,0,1,39,165,0,122,220,2,22,219,186,98,0,0,0,0,36,0,21,40,0,62,55
"POLR1B",32,110,40,24,52,34,19,29,6,5,4,43,69,3,82,85,10,23,50,88,42,0,3,2,1,20,1,4,10,2,34,30
"POLR1C",15,72,36,27,28,42,16,13,30,9,23,38,40,13,74,76,49,14,68,116,36,6,1,6,10,15,10,6,8,11,33,23
"POLR1D",3,47,12,11,19,13,19,7,0,0,0,5,33,0,18,43,0,9,19,45,18,0,0,0,0,10,0,3,5,0,8,8
"POLR1E",9,75,64,22,39,39,23,25,0,0,0,12,48,0,58,89,0,13,40,91,39,0,0,0,0,21,0,9,12,0,25,16
"POLR2A",69,187,303,199,248,212,72,101,0,0,0,90,217,0,351,365,1,61,604,494,225,0,0,0,0,68,0,41,82,0,263,155
"POLR2B",30,227,165,96,236,121,78,72,205,79,47,70,164,39,211,320,192,63,152,233,129,4,34,34,23,65,28,59,29,47,75,74
"POLR2C",27,113,63,51,125,60,40,31,0,0,0,56,102,0,151,199,7,26,151,171,58,0,0,0,0,45,2,21,19,1,51,33
"POLR2D",6,45,36,19,31,23,8,12,0,0,0,19,32,0,47,42,0,8,17,46,25,0,0,0,0,11,0,6,3,0,15,7
"POLR2E",39,152,117,109,171,80,109,74,0,1,14,67,200,3,218,347,12,45,131,144,77,0,2,2,0,59,3,50,26,0,58,53
"POLR2F",13,67,41,33,133,40,85,36,0,0,0,24,62,0,54,194,0,15,106,92,21,0,0,0,0,33,0,30,23,0,43,6
"POLR2G",15,57,34,26,34,17,10,15,4,0,0,20,41,0,35,40,1,9,43,36,17,1,0,0,0,12,0,2,7,2,11,11
"POLR2H",5,81,17,27,43,13,16,18,2,0,0,10,48,2,43,61,0,11,60,48,12,0,0,1,0,12,0,9,5,0,12,3
"POLR2I",8,44,26,19,54,28,35,21,1,0,1,17,37,0,39,93,0,9,46,44,16,0,0,0,1,21,0,22,7,1,23,21
"POLR2J",13,56,37,65,67,23,76,25,0,0,0,29,65,0,81,169,2,7,61,80,35,0,0,0,0,29,0,32,12,0,26,18
"POLR2K",2,14,8,5,12,6,6,0,0,0,0,1,9,0,11,29,0,5,4,8,2,0,0,0,0,8,0,3,1,0,6,3
"POLR2L",14,51,22,18,46,17,31,20,19,1,20,18,51,0,64,105,20,6,101,63,24,2,4,2,7,27,1,14,18,1,36,15
"POLR2M",18,78,35,31,62,56,42,31,1,1,1,38,56,0,72,136,0,22,49,103,31,0,1,1,0,28,1,17,9,0,40,33
"POLR3A",16,115,85,52,82,100,61,29,0,0,0,34,91,0,100,135,0,31,93,145,52,0,0,0,0,23,0,14,19,0,44,28
"POLR3B",19,117,86,66,128,70,29,20,0,0,0,19,87,0,115,167,0,13,60,107,70,0,0,0,0,43,0,12,7,0,42,37
"POLR3C",11,41,43,38,26,28,16,18,23,17,44,8,22,13,69,59,83,15,26,46,37,1,8,12,23,9,18,4,0,10,13,17
"POLR3D",34,138,63,57,92,74,65,45,0,1,0,61,115,0,140,191,0,30,94,222,66,0,0,1,0,31,0,58,27,0,28,30
"POLR3E",19,138,79,50,65,59,48,24,0,1,2,52,102,0,117,113,11,36,105,192,65,0,1,2,2,19,2,18,30,0,46,43
"POLR3F",5,32,19,11,17,22,14,8,0,0,0,10,24,0,28,29,1,4,23,25,16,0,0,0,0,5,1,6,3,0,16,8
"POLR3G",2,13,14,12,12,24,6,15,19,5,18,2,15,6,13,22,36,8,44,25,5,2,1,2,11,1,2,2,2,10,25,7
"POLR3GL",12,98,44,42,91,58,73,46,0,0,2,20,132,1,120,198,4,33,31,117,56,0,0,0,0,28,0,22,12,0,30,22
"POLR3H",9,64,19,9,19,25,10,15,93,15,17,11,89,30,33,43,33,13,36,58,67,2,0,34,21,27,4,6,15,29,20,56
"POLR3K",8,39,17,12,26,25,13,17,0,0,0,11,28,0,40,58,0,15,29,51,15,0,0,0,0,13,0,4,5,0,19,13
"POLRMT",48,135,107,81,104,87,47,70,0,0,1,83,186,0,164,196,0,52,271,230,87,0,0,0,0,43,0,25,53,0,133,62
"POM121C",19,99,95,57,59,84,26,34,3,1,12,22,111,1,76,126,20,31,131,144,68,0,0,2,5,29,2,13,37,1,62,61
"POMC",0,12,2,2,10,6,11,1,1,0,0,2,8,0,5,28,1,3,14,7,3,0,0,0,0,6,0,9,2,0,5,2
"POMGNT1",24,140,101,112,222,185,97,50,2,1,0,50,133,1,232,388,3,30,334,346,76,0,0,1,8,105,0,45,38,2,150,38
"POMGNT2",3,91,13,10,22,21,14,67,0,0,0,4,105,0,20,21,0,22,27,76,12,0,0,0,0,6,0,1,32,0,8,3
"POMK",10,88,40,29,79,50,22,36,0,0,2,13,87,0,47,126,0,17,69,124,37,0,0,0,0,38,0,8,20,0,42,20
"POMP",22,55,34,14,70,20,56,13,1,0,0,53,27,0,73,123,1,16,31,48,28,0,0,0,0,32,1,15,5,0,18,12
"POMT1",3,69,29,24,36,38,19,40,27,6,9,16,115,11,49,98,17,16,77,91,25,2,6,6,10,21,9,10,30,11,49,21
"POMT2",0,38,14,10,10,15,10,14,0,0,0,2,50,1,36,35,1,8,41,30,14,0,0,0,0,11,0,3,10,0,24,11
"PON1",229,16,0,0,2,5,0,5,5,1,0,416,17,1,2,2,9,0,223,34,0,3,1,1,2,0,4,0,5,0,31,0
"PON2",20,103,17,6,44,18,5,5,0,0,0,44,60,0,28,60,4,11,11,31,3,1,0,0,1,13,1,0,3,0,1,3
"PON3",157,172,0,2,5,0,43,54,2,0,0,182,137,0,3,3,14,5,7,43,0,4,0,0,0,1,4,9,27,1,2,0
"POP1",2,31,24,15,25,19,3,8,0,0,0,7,26,0,38,44,0,4,17,39,14,0,0,0,0,6,0,6,10,1,9,7
"POP4",3,44,50,30,30,37,15,18,0,0,0,8,30,0,64,55,0,15,52,75,26,0,0,1,0,11,1,4,4,0,31,19
"POP5",2,24,6,7,18,8,7,10,9,1,5,6,12,2,29,27,6,5,11,22,10,0,1,1,0,3,5,3,4,2,7,10
"POP7",11,22,55,34,48,16,16,7,0,0,1,8,27,1,45,80,0,6,35,47,16,0,2,0,0,15,0,5,4,0,11,13
"POPDC2",1,7,22,16,490,25,200,45,3,0,0,0,7,0,17,630,2,2,18,4,2,0,0,0,0,171,1,119,0,0,3,1
"POPDC3",0,2,0,0,39,0,59,7,0,0,0,0,1,0,4,112,0,2,2,7,0,0,0,1,0,27,0,29,0,0,1,0
"POR",133,346,33,41,84,134,46,68,12,5,1,192,359,0,122,131,15,28,334,319,57,3,2,1,1,65,2,19,113,3,61,73
"PORCN",0,21,3,3,4,10,1,7,0,1,1,0,8,2,6,4,2,5,2,15,3,0,0,2,2,1,0,2,7,0,2,2
"POSTN",216,955,152,38,185,135,20,96,5,3,4,345,767,1,260,176,3,850,2,22,13,0,1,0,0,58,1,2,71,2,3,6
"POT1",5,41,46,8,21,30,9,8,0,0,0,8,23,0,38,23,0,5,24,21,24,0,0,0,0,10,0,0,1,0,16,19
"POU2AF1",0,2,136,40,2,6,1,0,0,0,0,1,1,0,46,1,0,0,0,1,89,0,0,0,0,0,0,0,0,0,0,34
"POU2F1",6,82,89,43,49,63,23,35,0,0,0,13,67,0,53,86,1,25,58,96,66,0,1,0,0,13,0,6,11,0,63,36
"POU2F2",7,29,201,61,9,37,5,6,0,0,3,3,39,1,67,22,6,14,19,39,140,0,0,0,0,2,0,0,8,1,8,73
"POU2F3",0,0,29,8,0,2,0,1,0,0,0,0,0,0,4,0,0,121,23,33,2,0,0,0,0,0,0,0,4,0,29,0
"POU3F3",0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,135,37,0,0,0,0,0,0,0,0,3,1,146,0
"POU5F2",9,128,106,48,49,97,11,30,0,0,0,9,85,0,76,76,0,40,55,87,70,0,0,0,0,16,0,6,15,0,41,39
"POU6F1",2,44,22,8,21,28,13,22,1,0,0,1,72,0,24,60,1,12,25,32,15,1,0,0,0,4,0,2,16,0,25,8
"PP2D1",0,0,0,0,0,0,0,0,6,1,11,0,0,1,0,0,12,0,0,0,0,0,0,6,2,0,3,0,0,2,0,0
"PPA1",42,89,53,85,46,22,34,11,0,0,0,104,55,0,104,60,1,7,18,71,35,0,0,0,0,11,0,12,4,0,14,18
"PPA2",26,20,18,9,40,15,10,12,0,0,2,28,15,0,32,45,0,5,29,21,15,2,0,0,1,15,0,0,1,1,7,7
"PPAN",42,85,85,46,57,75,35,26,0,0,1,59,96,0,118,133,1,30,97,237,94,0,0,0,0,21,0,14,20,0,50,45
"PPARA",61,37,6,15,130,15,25,26,4,8,10,60,44,1,40,439,14,32,253,108,14,1,2,2,3,69,3,19,7,1,74,3
"PPARD",9,125,63,90,49,71,25,34,0,2,0,8,195,0,209,76,0,46,99,290,67,0,1,0,0,13,1,3,47,0,25,73
"PPARG",0,203,2,48,8,21,5,22,0,1,0,0,169,0,138,10,0,7,1,309,45,0,0,0,0,1,0,0,22,0,6,52
"PPARGC1A",3,1,13,48,651,9,99,17,1,0,0,11,3,0,93,2399,0,1,414,90,3,0,0,0,0,180,0,30,1,0,371,1
"PPARGC1B",5,78,65,199,196,92,58,66,1,0,0,6,91,1,303,429,0,30,131,121,66,0,0,0,0,86,2,20,24,0,88,22
"PPAT",65,39,6,4,4,15,3,6,6,0,5,73,15,0,3,7,4,1,87,48,14,0,0,0,0,1,4,0,5,1,36,3
"PPCDC",2,11,16,12,6,2,7,4,0,0,0,1,11,0,34,9,0,2,9,16,36,0,0,0,0,1,0,5,7,0,6,14
"PPCS",11,52,19,35,26,43,12,17,0,1,2,27,38,1,91,56,0,11,74,49,42,0,0,0,1,6,0,3,13,0,39,5
"PPDPF",22,96,52,65,185,98,154,56,0,2,0,35,136,0,70,202,0,45,177,162,29,0,0,0,4,90,0,74,46,0,56,27
"PPEF1",2,6,7,4,16,11,6,18,0,0,0,8,13,0,7,10,1,1,1,4,0,0,0,0,0,3,0,1,3,0,0,2
"PPFIA1",59,420,163,156,193,295,68,129,0,0,0,68,476,0,339,360,0,116,455,547,158,0,0,0,0,62,0,37,132,0,194,98
"PPFIA2",0,1,4,2,0,7,0,1,141,15,29,0,2,8,3,0,18,1,1,5,4,13,11,3,6,0,2,0,0,35,2,1
"PPFIA3",0,24,14,16,21,22,5,12,9,2,1,1,30,1,45,28,5,58,11,92,6,1,1,1,0,9,2,1,16,1,25,3
"PPFIA4",0,1,31,16,201,21,64,7,0,0,0,0,4,0,28,408,0,3,2,9,14,0,0,0,0,88,0,27,3,0,2,3
"PPFIBP1",83,547,151,78,1104,216,234,236,0,0,0,140,400,0,172,1616,0,236,369,499,86,0,0,0,0,290,0,84,73,0,197,50
"PPFIBP2",67,125,81,72,265,145,196,99,3,27,5,38,121,3,179,697,13,88,549,740,51,0,0,4,8,173,1,223,56,1,122,37
"PPHLN1",9,90,51,39,84,46,43,20,0,0,4,29,83,0,86,99,0,33,39,86,44,0,1,0,3,9,0,21,10,1,38,19
"PPIA",82,530,306,187,133,230,49,90,2,0,2,169,325,1,353,171,0,106,235,445,161,0,1,0,0,21,0,25,50,0,99,151
"PPIB",94,393,108,161,87,130,31,113,0,0,6,168,318,0,465,239,4,84,327,274,193,0,1,1,1,45,1,10,61,0,123,99
"PPIC",5,114,38,27,29,72,27,58,1,0,0,21,90,0,117,35,0,35,33,63,22,0,1,0,0,8,1,4,12,0,6,20
"PPID",10,60,32,6,27,13,20,10,3,2,7,16,28,0,48,34,4,4,24,35,13,0,0,2,1,11,2,9,2,2,10,9
"PPIE",22,91,63,36,73,60,28,41,0,2,0,59,87,0,99,129,0,32,75,114,47,0,0,0,0,37,0,13,14,0,39,25
"PPIF",50,32,12,19,181,8,18,8,0,0,0,138,30,0,45,319,0,25,59,40,10,0,1,0,0,52,0,12,8,0,13,7
"PPIG",29,129,121,41,151,116,65,34,0,0,0,39,165,0,154,240,5,66,108,149,117,0,0,1,0,60,2,26,26,0,46,81
"PPIH",14,89,60,45,39,62,22,23,0,0,0,17,60,0,105,87,0,16,66,106,38,0,0,0,0,12,0,5,15,0,38,22
"PPIL1",3,40,45,44,25,20,10,6,3,0,1,10,28,0,57,34,3,15,28,41,27,0,0,0,1,10,0,7,3,0,22,21
"PPIL2",18,163,121,87,133,83,50,79,11,5,5,26,191,1,196,298,21,44,197,231,66,3,4,3,4,48,7,17,31,2,137,45
"PPIL3",0,27,16,15,8,6,4,7,0,0,0,2,33,1,17,11,0,8,7,13,4,0,0,0,0,3,0,0,4,0,9,5
"PPIL4",12,55,37,24,36,43,14,11,0,0,0,8,51,0,57,49,0,16,39,50,34,0,0,0,0,15,0,3,11,0,26,37
"PPIP5K1",4,54,45,53,85,62,25,30,0,0,1,6,46,0,78,111,0,25,31,82,22,0,1,0,0,25,0,25,19,0,30,5
"PPIP5K2",15,85,63,55,398,41,10,19,0,0,0,32,44,0,143,379,0,54,46,70,44,0,0,0,0,107,0,3,12,2,16,25
"PPL",72,954,19,16,55,168,41,584,27,17,21,156,1098,2,54,135,44,607,45,437,1,2,4,9,25,14,11,23,463,10,64,0
"PPM1A",42,236,153,117,277,148,231,74,1,2,3,49,220,1,288,421,8,70,157,175,98,0,1,0,2,89,6,91,34,2,70,66
"PPM1B",26,117,141,107,201,91,249,55,0,0,0,51,129,0,176,386,1,64,113,144,93,0,0,0,0,109,0,95,22,0,60,65
"PPM1D",5,81,21,15,29,49,14,17,5,1,0,13,84,0,61,53,2,16,32,47,34,0,1,2,0,12,0,9,18,0,24,25
"PPM1E",0,4,6,15,789,9,0,2,1,0,5,0,2,2,21,1200,4,1,0,2,0,0,0,2,3,230,1,0,2,1,1,0
"PPM1F",13,238,132,46,86,136,30,69,1,0,0,26,211,0,104,155,1,46,107,191,109,0,0,0,0,32,0,15,76,0,41,40
"PPM1G",15,126,84,66,64,79,35,26,0,0,0,24,139,0,120,114,0,26,111,182,51,0,0,0,0,21,0,12,28,0,37,33
"PPM1H",23,52,19,29,25,41,13,6,8,4,8,67,80,0,133,26,12,7,162,292,28,0,0,4,4,2,3,1,17,1,77,15
"PPM1J",1,29,2,4,17,38,139,20,0,0,2,6,41,0,19,28,1,3,6,26,13,0,0,0,1,11,0,82,5,0,1,5
"PPM1K",11,93,136,58,748,46,10,44,0,0,0,23,91,0,69,1184,0,20,85,114,75,0,0,0,0,210,0,20,21,0,151,45
"PPM1L",56,43,48,119,104,110,284,29,1,2,1,98,54,0,318,218,0,26,370,272,155,1,0,0,3,21,0,90,12,1,172,95
"PPM1M",5,71,81,35,54,207,25,39,4,3,3,3,131,0,70,97,9,20,26,63,78,1,0,2,1,34,2,6,29,1,32,72
"PPME1",2,36,21,15,59,23,20,12,3,0,0,8,47,0,38,124,1,14,58,45,11,0,0,0,1,18,0,10,23,0,36,5
"PPOX",4,64,42,36,88,39,35,41,13,6,12,13,68,3,49,144,29,18,71,142,26,1,2,10,3,38,3,8,15,7,41,11
"PPP1CA",53,307,169,207,135,182,75,68,4,1,12,89,287,2,491,265,13,68,254,365,163,0,3,2,0,58,5,41,47,1,126,151
"PPP1CB",70,455,236,184,573,253,427,173,0,0,0,98,274,0,542,858,0,149,257,287,251,0,0,0,0,248,0,174,73,0,105,189
"PPP1CC",22,163,224,70,155,60,117,29,0,0,0,35,94,0,174,238,0,35,76,97,85,0,0,0,0,61,0,39,19,0,43,62
"PPP1R10",65,254,219,218,171,306,145,60,1,1,3,98,283,0,377,311,4,77,504,435,194,1,0,1,2,77,1,37,79,1,173,137
"PPP1R11",4,70,31,31,47,32,18,19,0,0,0,12,65,0,104,78,2,14,42,95,52,0,0,0,0,18,0,12,15,0,40,20
"PPP1R12A",40,308,403,182,362,219,97,99,1,0,1,54,278,0,418,569,0,116,210,371,244,0,0,0,0,108,0,42,58,0,121,144
"PPP1R12B",13,249,383,155,1721,341,764,310,1,0,0,37,288,0,301,3521,2,119,160,309,145,0,0,0,0,935,0,356,90,0,89,55
"PPP1R12C",14,181,135,70,160,99,38,64,0,0,2,36,223,0,215,383,2,43,191,242,113,0,0,2,2,83,0,20,68,0,57,55
"PPP1R13B",15,309,45,77,521,143,25,73,0,1,1,16,369,2,187,1227,2,83,199,372,38,0,0,1,0,157,0,6,67,1,123,23
"PPP1R13L",2,65,21,27,239,61,12,17,0,0,0,4,79,0,40,305,0,250,33,275,10,0,0,0,0,77,0,1,54,0,37,7
"PPP1R14A",5,7,43,17,34,74,10,8,1,0,0,11,11,0,75,38,1,3,9,31,37,0,0,0,0,6,0,1,3,0,3,18
"PPP1R14B",6,92,20,43,35,21,62,18,0,1,1,28,57,0,73,111,1,32,36,85,36,0,0,0,0,24,0,48,21,0,18,23
"PPP1R14C",0,0,0,51,184,100,46,22,0,0,0,0,1,0,120,337,1,57,0,1,0,0,0,0,1,83,0,53,5,0,2,0
"PPP1R14D",0,0,2,45,3,9,0,0,6,5,0,0,0,0,88,0,4,4,4,16,0,0,0,2,0,0,0,0,0,3,3,0
"PPP1R15A",9,79,11,21,104,39,16,25,0,0,0,17,95,0,129,153,0,21,64,160,24,0,0,0,0,24,0,14,21,0,22,26
"PPP1R15B",76,227,104,68,97,108,28,46,15,4,1,80,125,5,209,119,15,37,168,194,66,1,1,2,0,30,2,10,44,2,67,63
"PPP1R16A",23,106,18,164,72,104,32,51,12,16,16,26,144,10,507,128,27,20,152,170,20,0,1,15,15,44,4,21,60,5,79,16
"PPP1R16B",14,240,312,127,103,105,51,47,0,0,1,12,171,0,152,173,0,15,282,247,120,0,0,0,0,40,0,7,29,0,247,50
"PPP1R17",0,0,1,1,1,12,1,0,0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,10
